product_name,product_price,product_rate,tech_detail_1,tech_detail_2
Asus X571GD-AL125T i7-9750H 8GB 512GB PCIE NVIDIA GTX1050 4GB FHD(120Mhz) W10 Notebook,9.499 TL,"5,0","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,İşlemci ailesi,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,USB 2.0 bağlantı noktası sayısı,Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Dokunmatik ekran,Ürün tipi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Energy Star onaylı,HD türü,HDMI port sayısı,Ürün tipi,Pil teknolojisi,Sertifikalar, uygunluk bildirimleri,Wi-Fi,Toplam depolama kapasitesi,USB 2.0 bağlantı noktası sayısı,Ürün rengi,RAM,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,SSD,Ethernet LAN bağlantısı,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,USB 3.0 (3.1 Gen 1) Tip-C port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Wi-Fi,Bluetooth,HDMI port sayısı,USB 2.0 bağlantı noktası sayısı,RAM,Ayrık grafik bağdaştırıcı belleği,Maksimum bellek,Yerleşik grafik adaptörü,Ayrık grafik bağdaştırıcı belleği,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,En boy oranı,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,LED arka ışığı,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,Pil teknolojisi,Sayısal tuş takımı,Windows tuşları,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Energy Star onaylı,Ürün tipi,Pil teknolojisi,Sertifikalar, uygunluk bildirimleri,Wi-Fi,Ürün rengi,Ekran boyutu","i7-9750H,Windows 10 Home,Hayir,6,9. nesil Intel® Core™ i7,Evet,Evet,Full HD kalitesi,Laptop,2,1800,21, 9,359,248,15.6,Hayir,Laptop,Gri,8,15.6,1920 x 1080,9. nesil Intel® Core™ i7,Evet,1800,Evet,Full HD kalitesi,1,Laptop,Lityum Polimer (LiPo),UL,  MIC,  CE Marking Compliance,  FCC Compliance,  BSMI,  Australia C-TICK / NZ A-Tick Compliance,  CCC,  GOST-R,  CB,  Energy Star,  IDA,Evet,512,2,Gri,8,SSD,Evet,512,512,Hayir,1,1,5,Evet,Evet,Evet,1,2,8,4,16,Evet,4,Intel® UHD Graphics 630,NVIDIA® GeForce® GTX 1050,Evet,Full HD kalitesi,15.6,16:9,Hayir,1920 x 1080,Full HD kalitesi,Evet,Wi-Fi 5 (802.11ac),Wi-Fi 5 (802.11ac),Hayir,Hayir,Hayir,5,Evet,Evet,i7-9750H,6,4, 5,9. nesil Intel® Core™ i7,Windows 10 Home,Evet,15.6,Lityum Polimer (LiPo),Evet,Evet,Dokunmalı tablet,5,Windows 10 Home,Wi-Fi 5 (802.11ac),1920 x 1080,Hayir,Evet,5,Evet,Laptop,Lityum Polimer (LiPo),UL,  MIC,  CE Marking Compliance,  FCC Compliance,  BSMI,  Australia C-TICK / NZ A-Tick Compliance,  CCC,  GOST-R,  CB,  Energy Star,  IDA,Evet,Gri,15.6"
"Lenovo S130 PETIUM-N5000/4GB/128GB SSD/Intel UHD Graphics 605/14"" FULL-HD/81J20029TX Notebook",2.599 TL,"4,8","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Parmak izi okuyucu,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,Uyumlu hafıza kartları,Dahili hafıza tipi,Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Parmak izi okuyucu,Dokunmatik ekran,Kablo kilit yuvası,Ürün tipi,Muhafaza malzemesi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Dahili hafıza tipi,Energy Star onaylı,HD türü,HDMI port sayısı,Ürün tipi,Muhafaza malzemesi,Pil teknolojisi,Sertifikalar, uygunluk bildirimleri,Wi-Fi,Toplam depolama kapasitesi,Uyumlu hafıza kartları,3D uyumu,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,Uyumlu hafıza kartları,SSD,HDMI versiyonu,Ethernet LAN bağlantısı,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,USB 3.0 (3.1 Gen 1) Tip-C port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Wi-Fi,Bluetooth,Uyumlu hafıza kartları,HDMI port sayısı,RAM,Hafıza frekans hızı,Maksimum bellek,Uyumlu hafıza kartları,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,Ekran parlaklığı,En boy oranı,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,LED arka ışığı,3D uyumu,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,Şifre koruması,Parmak izi okuyucu,Ön Kamera Çözünürlüğü,İşletim sistemi yazılımı,Ön kamera,Oto fokus,3D uyumu,Ekran boyutu,AC sarma adaptör,Pil teknolojisi,Parmak izi okuyucu,Sayısal tuş takımı,Windows tuşları,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,RoHS uyumlu,Hoparlör gücü,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Energy Star onaylı,Ürün tipi,Muhafaza malzemesi,Pil teknolojisi,Sertifikalar, uygunluk bildirimleri,Wi-Fi,Uyumlu hafıza kartları,Anten tipi,Ürün rengi,Ekran boyutu","N5000,Windows 10 Home,Hayir,4,Hayir,Intel® Pentium® Silver,Hayir,Evet,Evet,Full HD kalitesi,Laptop,MicroSD (TransFlash),LPDDR4-SDRAM,1470,18, 6,334,235,14,Hayir,Hayir,Hayir,Laptop,Akrilonitril bütadien stiren (ABS),  Polikarbonat,Gri,4,14,1920 x 1080,Intel® Pentium® Silver,Evet,1470,LPDDR4-SDRAM,Evet,Full HD kalitesi,1,Laptop,Akrilonitril bütadien stiren (ABS),  Polikarbonat,Lityum-İyon (Li-Ion),ErP lot3,Evet,128,MicroSD (TransFlash),Hayir,Gri,4,Hayir,SSD,Evet,128,MicroSD (TransFlash),128,1.4b,Hayir,2,1,4,Evet,Evet,Evet,MicroSD (TransFlash),1,4,2133,4,MicroSD (TransFlash),LPDDR4-SDRAM,Hayir,Evet,Intel® UHD Graphics 605,Mevcut değil,Hayir,Full HD kalitesi,14,220,16:9,Hayir,1920 x 1080,Full HD kalitesi,Evet,Hayir,Wi-Fi 5 (802.11ac),Wi-Fi 5 (802.11ac),Hayir,Hayir,Hayir,4,Evet,Evet,N5000,4,2, 70,Intel® Pentium® Silver,Evet,Hayir,0, 3,Windows 10 Home,Evet,Hayir,Hayir,14,Evet,Lityum-İyon (Li-Ion),Hayir,Hayir,Evet,Dokunmalı tablet,4,Windows 10 Home,Evet,1,Wi-Fi 5 (802.11ac),1920 x 1080,Hayir,Evet,4,LPDDR4-SDRAM,Evet,Laptop,Akrilonitril bütadien stiren (ABS),  Polikarbonat,Lityum-İyon (Li-Ion),ErP lot3,Evet,MicroSD (TransFlash),1x1,Gri,14"
"HP 15-DB1084NT AMD Athlon 300U 4GB DDR4 RAM 256SSD 15.6"" W10 Notebook 9PU75EA",3.099 TL,"4,6","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,USB 2.0 bağlantı noktası sayısı,Uyumlu hafıza kartları,Dahili hafıza tipi,Hızlı şarj,Ambalaj derinliği,Ambalaj genişliği,Ambalaj yüksekliği,Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Dokunmatik ekran,Kablo kilit yuvası,Ürün tipi,Menşe ülkesi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Dahili hafıza tipi,Energy Star onaylı,HD türü,HDMI port sayısı,Ürün tipi,Menşe ülkesi,Pil teknolojisi,Wi-Fi,Toplam depolama kapasitesi,USB 2.0 bağlantı noktası sayısı,Uyumlu hafıza kartları,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,Uyumlu hafıza kartları,SSD,Ethernet LAN bağlantısı,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Ethernet LAN (RJ-45) port sayısı,Wi-Fi,Bluetooth,Uyumlu hafıza kartları,HDMI port sayısı,USB 2.0 bağlantı noktası sayısı,RAM,Hafıza frekans hızı,Uyumlu hafıza kartları,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,En boy oranı,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,LED arka ışığı,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Ethernet LAN veri transfer hızı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,AC sarma adaptör,Pil teknolojisi,Sayısal tuş takımı,Tam boyutlu klavye,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Energy Star onaylı,Ürün tipi,Menşe ülkesi,Pil teknolojisi,Wi-Fi,Uyumlu hafıza kartları,Anten tipi,Ürün rengi,Ekran boyutu","300U,Windows 10 Home,Evet,2,Hayir,AMD Athlon,Evet,Evet,Full HD kalitesi,Laptop,1,SD,DDR4-SDRAM,Evet,305,69,520,1800,22, 5,376,246,15.6,Hayir,Evet,Laptop,Çin,Siyah,  Gümüş,4,15.6,1920 x 1080,AMD Athlon,Evet,1800,DDR4-SDRAM,Evet,Full HD kalitesi,1,Laptop,Çin,Lityum-İyon (Li-Ion),Evet,256,1,SD,Siyah,  Gümüş,4,Hayir,SSD,Evet,256,SD,256,Evet,2,4.2,Evet,1,Evet,Evet,SD,1,1,4,2400,SD,DDR4-SDRAM,Hayir,Evet,AMD Radeon Vega 3,Mevcut değil,Hayir,Full HD kalitesi,15.6,16:9,Hayir,1920 x 1080,Full HD kalitesi,Evet,Wi-Fi 4 (802.11n),802.11b, 802.11g, Wi-Fi 4 (802.11n),Hayir,Hayir,Evet,10, 100, 1000,4.2,Evet,Evet,300U,2,3, 3,AMD Athlon,Windows 10 Home,Evet,15.6,Evet,Lityum-İyon (Li-Ion),Evet,Evet,Dokunmalı tablet,4.2,Windows 10 Home,802.11b, 802.11g, Wi-Fi 4 (802.11n),1920 x 1080,Hayir,Evet,4.2,DDR4-SDRAM,Evet,Laptop,Çin,Lityum-İyon (Li-Ion),Evet,SD,1x1,Siyah,  Gümüş,15.6"
Casper S500.8265-4C50T-G Gri Notebook,3.419 TL,"4,9","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,Uyumlu hafıza kartları,Dahili hafıza tipi,Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Dokunmatik ekran,Ürün tipi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Dahili hafıza tipi,HD türü,HDMI port sayısı,Ürün tipi,Pil performansı,Pil teknolojisi,Wi-Fi,Toplam depolama kapasitesi,Uyumlu hafıza kartları,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,Uyumlu hafıza kartları,Ethernet LAN bağlantısı,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,USB 3.1 (3.1 Gen 2) Tip-C port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Ethernet LAN (RJ-45) port sayısı,Wi-Fi,Bluetooth,Uyumlu hafıza kartları,HDMI port sayısı,RAM,Ayrık grafik bağdaştırıcı belleği,Uyumlu hafıza kartları,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,Ayrık grafik bağdaştırıcı belleği,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,En boy oranı,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,Ön Kamera Çözünürlüğü,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,Pil teknolojisi,Sayısal tuş takımı,Bluetooth versiyonu,İşletim sistemi yazılımı,Hoparlör gücü,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Ürün tipi,Pil performansı,Pil teknolojisi,Wi-Fi,Uyumlu hafıza kartları,Anten tipi,Ürün rengi,Ekran boyutu","i5-8265U,Windows 10 Home,Evet,4,Hayir,8. nesil Intel® Core™ i5,Evet,Evet,HD,Laptop,MicroSD (TransFlash),DDR4-SDRAM,1900,362, 2,247, 1,19, 9,15.6,Hayir,Laptop,Gümüş,4,15.6,1366 x 768,8. nesil Intel® Core™ i5,Evet,1900,DDR4-SDRAM,HD,1,Laptop,4550,Lityum Polimer (LiPo),Evet,128,MicroSD (TransFlash),Gümüş,4,Hayir,SSD,Evet,128,MicroSD (TransFlash),Evet,2,1,4,Evet,1,Evet,Evet,MicroSD (TransFlash),1,4,2,MicroSD (TransFlash),DDR4-SDRAM,Hayir,Evet,2,Intel® HD Graphics 620,NVIDIA GeForce MX230,Evet,HD,15.6,16:9,Hayir,1366 x 768,HD,802.11b,802.11b,Hayir,Hayir,Evet,4,Evet,Evet,i5-8265U,4,4, 6,8. nesil Intel® Core™ i5,1,Windows 10 Home,Evet,15.6,Lityum Polimer (LiPo),Evet,4,Windows 10 Home,1, 5,802.11b,1366 x 768,Hayir,Evet,4,DDR4-SDRAM,Laptop,4550,Lityum Polimer (LiPo),Evet,MicroSD (TransFlash),2x2,Gümüş,15.6"
HP 15-DA1017NT Intel Core i5-8265U 8GB DDR4 1TB NVIDIA GeForce MX110 2GB Gümüş Notebook  5QS92EA,5.649 TL,"5,0","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,USB 2.0 bağlantı noktası sayısı,Uyumlu hafıza kartları,Dahili hafıza tipi,Hızlı şarj,Ambalaj derinliği,Ambalaj genişliği,Ambalaj yüksekliği,Pil ağırlığı,Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Dokunmatik ekran,Kablo kilit yuvası,Form faktörü,Ürün tipi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Dahili hafıza tipi,Energy Star onaylı,Form faktörü,HD türü,HDMI port sayısı,Ürün tipi,Pil teknolojisi,Sabit disk sürücüsü hızı,Wi-Fi,Toplam depolama kapasitesi,USB 2.0 bağlantı noktası sayısı,Uyumlu hafıza kartları,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Sabit disk sürücüsü hızı,Toplam depolama kapasitesi,Uyumlu hafıza kartları,HDMI versiyonu,Ethernet LAN bağlantısı,Mikrofon giriş fişi,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Ethernet LAN (RJ-45) port sayısı,Wi-Fi,Bluetooth,Uyumlu hafıza kartları,DVI bağlantı noktası,HDMI port sayısı,USB 2.0 bağlantı noktası sayısı,RAM,Ayrık grafik bağdaştırıcı belleği,Hafıza frekans hızı,Uyumlu hafıza kartları,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,Ayrık grafik bağdaştırıcı belleği,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,En boy oranı,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,LED arka ışığı,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Ethernet LAN veri transfer hızı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,Şifre koruması,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,Ürünle gelen yazılım,AC sarma adaptör,Pil teknolojisi,Sayısal tuş takımı,Tam boyutlu klavye,Windows tuşları,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Energy Star onaylı,Form faktörü,Ürün tipi,Pil teknolojisi,Wi-Fi,Uyumlu hafıza kartları,Anten tipi,Ürün rengi,Ekran boyutu","i5-8265U,Windows 10 Home,Evet,4,Hayir,8. nesil Intel® Core™ i5,Evet,Evet,HD,Laptop,1,SD,DDR4-SDRAM,Evet,305,520,69,210,1770,22, 5,376,246,15.6,Hayir,Evet,Kapaklı,Laptop,Siyah,  Gümüş,8,15.6,1366 x 768,8. nesil Intel® Core™ i5,Evet,1770,DDR4-SDRAM,Evet,Kapaklı,HD,1,Laptop,Lityum-İyon (Li-Ion),5400,Evet,1000,1,SD,Siyah,  Gümüş,8,Hayir,HDD,Evet,5400,1000,SD,1.4b,Evet,Hayir,2,4.2,Evet,1,Evet,Evet,SD,Hayir,1,1,8,2,2400,SD,DDR4-SDRAM,Hayir,Evet,2,Intel® UHD Graphics 620,NVIDIA® GeForce® MX110,Evet,HD,15.6,16:9,Hayir,1366 x 768,HD,Evet,Wi-Fi 4 (802.11n),802.11b, 802.11g, Wi-Fi 4 (802.11n),Hayir,Hayir,Evet,10, 100, 1000,4.2,Evet,Evet,i5-8265U,4,3, 9,8. nesil Intel® Core™ i5,Evet,Windows 10 Home,Evet,15.6,Dropbox,Evet,Lityum-İyon (Li-Ion),Evet,Evet,Evet,Dokunmalı tablet,4.2,Windows 10 Home,802.11b, 802.11g, Wi-Fi 4 (802.11n),1366 x 768,Hayir,Evet,4.2,DDR4-SDRAM,Evet,Kapaklı,Laptop,Lityum-İyon (Li-Ion),Evet,SD,2x2,Siyah,  Gümüş,15.6"
"Apple 13-inch MacBook Pro with Touch Bar: MV9A2TU/A 2.4GHz quad-core 8th-generation Intel Core i5 processor, 512GB - Silver",15.299 TL,        0    ,"Ağırlık,Yükseklik,Genişlik,Derinlik,Ekran boyutu,Parmak izi okuyucu,Dokunmatik ekran,Mikrofon adedi,Ürün tipi,Muhafaza malzemesi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Çalışma ısısı aralığı,Dahili hafıza tipi,Energy Star onaylı,Ürün tipi,Muhafaza malzemesi,Pil teknolojisi,Wi-Fi,Toplam depolama kapasitesi,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,SSD,Kulaklık çıktı sayısı,Thunderbolt 3 bağlantı noktası sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Wi-Fi,Bluetooth,RAM,Hafıza frekans hızı,Maksimum bellek,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,Ekran boyutu,Ekran parlaklığı,Dokunmatik ekran,Piksel yoğunluğu,Ekran çözünürlüğü,LED arka ışığı,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,Parmak izi okuyucu,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,Pakete dahil kablolar,AC sarma adaptör,Pil teknolojisi,Parmak izi okuyucu,Sayısal tuş takımı,Tam boyutlu klavye,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Parmak izi okuyucu,Wi-Fi,Entegre kart okuyucu,Ürün tipi,Dahili hafıza tipi,İşletim sistemi yazılımı,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Energy Star onaylı,Ürün tipi,Muhafaza malzemesi,Pil teknolojisi,Wi-Fi,Ürün rengi,Ekran boyutu","1370,14, 9,304, 1,212, 4,13.3,Evet,Hayir,3,Laptop,Alüminyum,Gümüş,8,13.3,2560 x 1600,8. nesil Intel® Core™ i5,Evet,1370,10 - 35,LPDDR3-SDRAM,Evet,Laptop,Alüminyum,Lityum Polimer (LiPo),Evet,512,Gümüş,8,Hayir,SSD,Hayir,512,512,1,4,5,Hayir,Evet,Evet,8,2133,8,LPDDR3-SDRAM,Hayir,Evet,Intel Iris Plus Graphics 655,Mevcut değil,Hayir,13.3,500,Hayir,227,2560 x 1600,Evet,Wi-Fi 5 (802.11ac),802.11a, 802.11b, 802.11g, Wi-Fi 4 (802.11n),Hayir,Hayir,5,Evet,Evet,4,4, 1,8. nesil Intel® Core™ i5,Evet,macOS Mojave,Evet,13.3,USB C Tipi,Evet,Lityum Polimer (LiPo),Evet,Hayir,Evet,İztopu,5,macOS Mojave,4,Hayir,8. nesil Intel® Core™ i5,Evet,Evet,Hayir,Laptop,LPDDR3-SDRAM,macOS Mojave,802.11a, 802.11b, 802.11g, Wi-Fi 4 (802.11n),2560 x 1600,Hayir,Evet,5,LPDDR3-SDRAM,Evet,Laptop,Alüminyum,Lityum Polimer (LiPo),Evet,Gümüş,13.3"
Casper S500.1021-8U50T-G Gri Notebook,4.299 TL,"4,9","İşlemci,İşletim sistemi yazılımı,Ethernet LAN bağlantısı,İşlemci Çekirdek Sayısı,Optik sürücüler,İşlemci ailesi,Wi-Fi,Entegre kart okuyucu,HD türü,Ürün tipi,Uyumlu hafıza kartları,Dahili hafıza tipi,Ağırlık,Ekran boyutu,Dokunmatik ekran,Ürün tipi,Ürün rengi,RAM,Ekran boyutu,Ekran çözünürlüğü,İşlemci ailesi,Bluetooth,Ağırlık,Dahili hafıza tipi,HD türü,HDMI port sayısı,Ürün tipi,Wi-Fi,Toplam depolama kapasitesi,Uyumlu hafıza kartları,Ürün rengi,RAM,Optik sürücüler,Depolama ortamı,Entegre kart okuyucu,Toplam depolama kapasitesi,Uyumlu hafıza kartları,Ethernet LAN bağlantısı,USB 3.0 (3.1 Gen 1) Tip-A port sayısı,USB 3.0 (3.1 Gen 1) Tip-C port sayısı,Bluetooth versiyonu,Entegre kart okuyucu,Wi-Fi,Bluetooth,Uyumlu hafıza kartları,DVI bağlantı noktası,HDMI port sayısı,RAM,Ayrık grafik bağdaştırıcı belleği,Uyumlu hafıza kartları,Dahili hafıza tipi,Optik sürücüler,Yerleşik grafik adaptörü,Ayrık grafik bağdaştırıcı belleği,On-board grafik adaptör modeli,Farklı grafik adaptör modeli,Ayrık grafik bağdaştırıcı,HD türü,Ekran boyutu,Dokunmatik ekran,Ekran çözünürlüğü,HD türü,Wi-Fi standardı,Wi-Fi standartları,3G,4G,Ethernet LAN bağlantısı,Bluetooth versiyonu,Wi-Fi,Bluetooth,İşlemci,İşlemci Çekirdek Sayısı,İşlemci destek frekansı,İşlemci ailesi,İşletim sistemi yazılımı,Ön kamera,Ekran boyutu,Sayısal tuş takımı,Tam boyutlu klavye,Windows tuşları,İşaret aygıtı,Bluetooth versiyonu,İşletim sistemi yazılımı,Wi-Fi standartları,Ekran çözünürlüğü,Dokunmatik ekran,Bluetooth,Bluetooth versiyonu,Dahili hafıza tipi,Ürün tipi,Wi-Fi,Uyumlu hafıza kartları,Ürün rengi,Ekran boyutu","i5-10210U,Windows 10,Evet,4,Hayir,10. nesil Intel® Core™ i5,Evet,Evet,HD,Laptop,MicroSD (TransFlash),DDR4-SDRAM,1900,15.6,Hayir,Laptop,Gri,8,15.6,1366 x 768,10. nesil Intel® Core™ i5,Evet,1900,DDR4-SDRAM,HD,1,Laptop,Evet,256,MicroSD (TransFlash),Gri,8,Hayir,SSD,Evet,256,MicroSD (TransFlash),Evet,2,1,5,Evet,Evet,Evet,MicroSD (TransFlash),Hayir,1,8,2,MicroSD (TransFlash),DDR4-SDRAM,Hayir,Evet,2,Intel® UHD Graphics 620,NVIDIA GeForce MX230,Evet,HD,15.6,Hayir,1366 x 768,HD,802.11b,802.11b,Hayir,Hayir,Evet,5,Evet,Evet,i5-10210U,4,4, 2,10. nesil Intel® Core™ i5,Windows 10,Evet,15.6,Evet,Evet,Evet,NumberPad,5,Windows 10,802.11b,1366 x 768,Hayir,Evet,5,DDR4-SDRAM,Laptop,Evet,MicroSD (TransFlash),Gri,15.6"
